question_id,source,company,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer
991,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is LoadBalancer service?,DNS service,Provisions external load balancer from cloud provider to expose service,Internal service,Cluster service,B
992,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is Ingress in K8s?,Service type,API object managing external HTTP/HTTPS access to services in cluster,Network policy,Egress,B
993,PrepMaster,General,DevOps Engineer,Kubernetes,Easy,What is a Namespace in K8s?,Virtual cluster for organizing and isolating resources within a cluster,Pod group,Service group,Node group,A
994,PrepMaster,General,DevOps Engineer,Kubernetes,Easy,What is a ConfigMap?,Secret storage,Stores non-confidential configuration data as key-value pairs,Volume type,Log storage,B
995,PrepMaster,General,DevOps Engineer,Kubernetes,Easy,What is a Secret in K8s?,Log storage,Volume type,"Stores sensitive data like passwords and tokens, base64-encoded",Plain config storage,C
996,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is a PersistentVolume (PV)?,Network storage only,Storage resource provisioned by admin or dynamically,Container memory,Temporary storage,B
997,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is a PersistentVolumeClaim (PVC)?,Resource quota,"Request for storage by a user, binds to a matching PV",Volume itself,Network request,B
998,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a StatefulSet?,Like Deployment but for stateful apps with stable IDs and storage,Volume manager,Stateless Deployment,Pod manager,A
999,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a DaemonSet?,Ensures one Pod copy runs on each (or specific) node,Multiple Pods per node,Service type,Single Pod cluster-wide,A
1000,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is a Job in K8s?,Daemon process,Runs a Pod to completion (one-off task),Continuous service,Cron task,B
1001,PrepMaster,General,DevOps Engineer,Kubernetes,Easy,What is a CronJob in K8s?,Daemon job,Runs Jobs on a time-based schedule,One-time job,Continuous job,B
1002,PrepMaster,General,DevOps Engineer,Kubernetes,Easy,What is kubectl?,K8s web UI,K8s API server,K8s dashboard,CLI tool for interacting with Kubernetes clusters,D
1003,PrepMaster,General,DevOps Engineer,Kubernetes,Easy,What does kubectl get pods do?,Lists all services,Lists all deployments,Lists all nodes,Lists all Pods in current namespace,D
1004,PrepMaster,General,DevOps Engineer,Kubernetes,Easy,What does kubectl apply -f do?,Creates or updates resources defined in YAML file,Lists resources,Deletes resources,Gets resources,A
1005,PrepMaster,General,DevOps Engineer,Kubernetes,Easy,What does kubectl describe pod do?,Deletes pod,Lists events only,Shows logs,Shows detailed information about a specific Pod,D
1006,PrepMaster,General,DevOps Engineer,Kubernetes,Easy,What does kubectl logs do?,Shows system logs,Shows node logs,Shows cluster events,Shows container logs from a Pod,D
1007,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What does kubectl exec -it do?,Shows logs,Restarts container,Opens interactive terminal inside a running container,Runs batch command,C
1008,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a liveness probe?,Checks startup,Health score,Checks if container is still running; restarts if failed,Checks readiness,C
1009,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a readiness probe?,Checks if running,Restarts container,Checks startup,Checks if container is ready to receive traffic,D
1010,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a startup probe?,Checks if application has started; disables liveness during startup,Health check,Restart policy,Readiness variant,A
1011,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is resource requests in K8s?,Average resources,Minimum resources guaranteed to a container,Maximum resources,Burst resources,B
1012,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is resource limits in K8s?,Reserved resources,Maximum resources a container can use,Average resources,Minimum resources,B
1013,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is Horizontal Pod Autoscaler (HPA)?,Automatically scales Pod replicas based on CPU/memory metrics,Scales nodes,Scales services,Scales storage,A
1014,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is Vertical Pod Autoscaler (VPA)?,Scales Pod count,Adjusts CPU/memory requests of running Pods,Scales storage,Scales nodes,B
1015,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is Cluster Autoscaler?,Scales services,Scales namespaces,Automatically adds/removes nodes based on pending Pods and utilization,Scales Pods,C
1016,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is a Helm chart?,Package of pre-configured K8s resources for easy deployment,Docker image,CI/CD template,K8s config file,A
1017,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is Helm?,Kubernetes package manager for templating and managing releases,CI/CD tool,Config tool,Docker manager,A
1018,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a taint in K8s?,Pod label,Node label,Resource limit,Mark on node preventing unacceptable Pods from scheduling on it,D
1019,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a toleration in K8s?,Node restriction,Pod limit,Allows a Pod to schedule on a node with a matching taint,Resource quota,C
1020,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a node affinity?,Taint system,Pod grouping,Rules preferring or requiring pods to be scheduled on specific nodes,Namespace constraint,C
1021,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is pod affinity/anti-affinity?,Network policy,Rules scheduling pods near or away from other pods,Resource limit,Node preference,B
1022,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is RBAC in Kubernetes?,Runtime Binary Access Control,Registry Based Access,Resource Based Config,Role-Based Access Control for managing permissions,D
1023,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a ServiceAccount?,Node account,User account,Cluster account,Identity for pods to authenticate with K8s API,D
1024,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a NetworkPolicy?,Rules controlling traffic flow between Pods and namespaces,Service type,Ingress only,Node firewall,A
1025,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is kube-proxy?,Maintains network rules on nodes for service communication,Build proxy,API proxy,Registry proxy,A
1026,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is CoreDNS in K8s?,Registry DNS,Default DNS server providing service discovery via DNS names,DNS alternative,External DNS,B
1027,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is Istio?,Ingress controller,Package manager,"Service mesh for K8s providing traffic management, security, observability",Container runtime,C
1028,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a sidecar container?,Second pod,Additional container in a Pod sharing resources with main container,Service container,Init container,B
1029,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is an init container?,Service container,Specialized container running before app containers in a Pod,Sidecar container,Debug container,B
1030,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is K8s rolling update?,Canary deployment,Blue-green deployment,Replace all at once,Gradually replaces old Pods with new ones to avoid downtime,D
1031,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is blue-green deployment?,Rolling update,Canary deployment,Shadow deployment,Two identical environments — switch traffic from blue to green,D
1032,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is canary deployment?,Rolling update,Shadow deployment,Gradually routing a small percentage of traffic to new version,Blue-green,C
1033,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is etcd backup?,Critical operation protecting cluster state and configuration,Container backup,Optional maintenance,Log backup,A
1034,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is kubectl port-forward?,Exposes service,Load balances,Creates service,Forwards local port to Pod port for debugging,D
1035,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is K8s RBAC Role vs ClusterRole?,Role is cluster-wide,ClusterRole is namespace-scoped,Role is namespace-scoped; ClusterRole is cluster-wide,No difference,C
1036,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a ResourceQuota?,Pod limit,Cluster limit,Node limit,Limits total resource consumption within a namespace,D
1037,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is LimitRange?,Storage limit,Cluster-wide limit,Sets default resource limits and constraints for containers in namespace,ResourceQuota variant,C
1038,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What does kubectl rollout undo do?,Pauses deployment,Rolls back Deployment to previous revision,Rolls forward,Removes deployment,B
1039,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is a K8s Operator?,CI/CD tool,Custom controller extending K8s to manage complex stateful applications,Helm alternative,Monitoring tool,B
1040,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is Custom Resource Definition (CRD)?,Extends K8s API with custom resource types,Custom namespace,Custom service,Custom pod type,A
1041,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is kubeconfig?,Build config,Helm config,Configuration file with cluster credentials and context for kubectl,K8s config dir,C
1042,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is a K8s context?,Pod context,"Named combination of cluster, user, and namespace for kubectl",Resource context,Security context,B
1043,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is pod disruption budget (PDB)?,Pod schedule,Network policy,Resource limit,"Minimum available pods during voluntary disruptions (e.g., upgrades)",D
1044,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is K8s federation?,Node grouping,Namespace grouping,Single cluster feature,Managing multiple K8s clusters as one,D
1045,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is Kustomize?,Helm alternative (similar),CI/CD tool,Monitoring tool,K8s native configuration management using overlay patches,D
1046,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is ArgoCD?,CI tool,Service mesh,GitOps continuous delivery tool for K8s,Monitoring tool,C
1047,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is Flux?,CI tool,Package manager,Container runtime,GitOps operator for K8s reconciling cluster state with Git,D
1048,PrepMaster,General,DevOps Engineer,Kubernetes,Hard,What is the purpose of namespaces in K8s multi-tenancy?,Pod isolation only,Resource isolation only,Network isolation only,Isolate teams/environments sharing same cluster,D
1049,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is K8s pod lifecycle: Pending state?,Pod has failed,Pod is complete,Pod is running,Pod accepted but containers not yet running (waiting for scheduling/image pull),D
1050,PrepMaster,General,DevOps Engineer,Kubernetes,Medium,What is K8s pod status CrashLoopBackOff?,Resource limit hit,Network error,Container keeps crashing and K8s is backing off restart attempts,Image not found,C
